word,n_char,n_vowels
akademiczka,11,5
akademiczny,11,5
akademijny,10,5
akademik,8,4
akademik,8,4
akademikowy,11,6
akademiowy,10,5
akademizacja,12,6
akademizm,9,4
akademizować,12,6
akadyjski,9,4
akadyjskość,11,4
akadzki,7,3
akalkulia,9,4
akanie,6,3
akant,5,2
akant,5,2
akantella,9,4
akantocefaloza,14,7
akantoda,8,4
akantody,8,4
akantoliza,10,5
akantowate,10,5
akantowaty,10,5
akantowy,8,4
akantusowate,12,6
akantusowaty,12,6
akantyt,7,3
akaparacja,10,5
akapicik,8,4
akapit,6,3
akapitowy,9,5
akapnia,7,3
akara,5,3
akariota,8,4
akaroid,7,4
akarolog,8,4
akarologia,10,5
akarologiczny,13,6
akarycyd,8,4
akataleksa,10,5
akatalektyczny,14,6
akatalepsja,11,5
akataleptyczny,14,6
akatolicki,10,5
akatolickość,12,5
akatoliczka,11,5
akatolik,8,4
akatyst,7,3
akaustobiolit,13,6
akcedencja,10,4
akcedencyjny,12,5
akceleracja,11,5
akceleracjonista,16,7
akceleracjonizm,15,6
akceleracyjny,13,6
akcelerator,11,5
akceleratorowy,14,7
akcelerograf,12,5
akcelerometr,12,5
akcencik,8,3
akcent,6,2
akcentacja,10,4
akcentacyjny,12,5
akcentolog,10,4
akcentologia,12,5
akcentologiczny,15,6
akcentować,10,4
akcentowy,9,4
akcentuacja,11,5
akcentuacyjny,13,6
akcentująco,11,5
akcept,6,2
akceptacja,10,4
akceptacyjny,12,5
akceptant,9,3
akceptor,8,3
akceptować,10,4
akceptowalność,14,5
akceptowalny,12,5
akceptowy,9,4
akceptujący,11,5
akces,5,2
akcesja,7,3
akcesor,7,3
akcesorium,10,4
akcesoryczny,12,5
akcesoryjny,11,5
akcesyjny,9,4
akcik,5,2
akcja,5,2
akcja,5,2
akcjogram,9,3
akcjonalista,12,5
akcjonariat,11,4
akcjonariusz,12,4
akcjonariuszka,14,5
akcjonista,10,4
akcjonistka,11,4
akcjonistyczny,14,5
akcjonizm,9,3
akcydencja,10,4
akcydens,8,3
akcydensik,10,4
akcydensista,12,5
akcydensistka,13,5
akcydensowy,11,5
akcydentalia,12,5
akcydentalizm,13,5
akcydentalny,12,5
akcyjka,7,3
akcyjniak,9,3
akcyjność,9,3
akcyjny,7,3
akcyza,6,3
akcyzowy,8,4
akcyźnik,8,3
akedia,6,3
akefaliczny,11,5
akermański,10,4
akermańskość,12,4
akia,4,2
akinakes,8,4
akinety,7,4
akineza,7,4
akinezja,8,4
akita,5,3
aklamacja,9,4
aklamacyjny,11,5
aklamować,9,4
aklasowy,8,4
aklimacja,9,4
aklimatyzacja,13,6
aklimatyzacyjny,15,7
aklimatyzować,13,6
aklina,6,3
akme,4,2
akmeista,8,4
akmeistka,9,4
akmeistyczny,12,5
akmeizm,7,3
akognitywizm,12,5
akognitywny,11,5
akolada,7,4
akolita,7,4
akolitat,8,4
akolitka,8,4
akolut,6,3
akomodacja,10,5
akomodacyjny,12,6
akomodować,10,5
akompaniament,13,5
akompaniator,12,5
akompaniatorka,14,6
akompaniować,12,5
akond,5,2
akonit,6,3
akonitowy,9,5
akonityna,9,5
akonto,6,3
akord,5,2
akordeon,8,4
akordeonik,10,5
akordeonista,12,6
akordeonistka,13,6
akordeonowy,11,6
akordowiec,10,4
akordowy,8,4
akordyka,8,4
akordzik,8,3
akordzista,10,4
akowiec,7,3
akowski,7,3
akowskość,9,3
akr,3,1
akrania,7,3
akrasia,7,3
akratofor,9,4
akrecja,7,3
akrecyjny,9,4
akredytacja,11,5
akredytacyjny,13,6
akredytować,11,5
akredytywa,10,5
akredytywny,11,5
akritarchy,10,4
akroamatyczny,13,6
akrobacja,9,4
akrobacyjny,11,5
akrobata,8,4
akrobata,8,4
akrobatka,9,4
akrobatyczny,12,5
akrobatyka,10,5
akrocentryczny,14,5
akrocyjanoza,12,6
akrodontyczny,13,5
akrodontyzm,11,4
akrodynia,9,4
akrofobia,9,4
akroleina,9,5
akrolit,7,3
akromegalia,11,5
akromonogram,12,5
akromonogramatyczny,19,8
akron,5,2
akronim,7,3
akronimiczny,12,5
akropetalny,11,5
akroplastyczny,14,5
akropodium,10,4
akropol,7,3
akropolis,9,4
akrosom,7,3
akrosomalny,11,5
akrostych,9,3
akrostychowy,12,5
akroterion,10,4
akroterium,10,4
akrotomofilia,13,6
akrotonia,9,4
akrozyna,8,4
akrybia,7,3
akrychina,9,4
akrydyna,8,4
akrydynowy,10,5
akryjczyk,9,3
akryjka,7,3
akryjski,8,3
akryjskość,10,3
akryl,5,2
akryl,5,2
akrylan,7,3
akrylany,8,4
akrylonitryl,12,5
akrylonitrylowy,15,7
akrylopochodny,14,6
akrylowy,8,4
aksakowy,8,4
aksamit,7,3
aksamitek,9,4
aksamitka,9,4
aksamitność,11,4
aksamitnotrzonowy,17,7
aksamitny,9,4
aksamitowiec,12,5
aksel,5,2
akselbant,9,3
aksenia,7,3
akseroftol,10,4
aksis,5,2
aksjarchizm,11,3
aksjolog,8,3
aksjologia,10,4
aksjologiczność,15,5
aksjologiczny,13,5
aksjologizacja,14,6
aksjomat,8,3
aksjomatyczny,13,5
aksjomatyka,11,5
aksjomatyzacja,14,6
aksjometr,9,3
aksoida,7,4
aksolema,8,4
aksolotl,8,3
aksometr,8,3
akson,5,2
aksonema,8,4
aksonometr,10,4
aksonometria,12,5
aksonometryczny,15,6
aksonowy,8,4
aksopodia,9,4
aksopodium,10,4
aksostyl,8,3
aksynit,7,3
akt,3,1
akt,3,1
akta,4,2
aktant,6,2
aktinidia,9,4
aktinidiowate,13,6
aktinidiowaty,13,6
aktinotrocha,12,5
aktinula,8,4
aktograf,8,3
aktogram,8,3
aktomiozyna,11,5
aktor,5,2
aktoreczka,10,4
aktorka,7,3
aktorski,8,3
aktorskość,10,3
aktorstwo,9,3
aktorus,7,3
aktorzyca,9,4
aktorzyć,8,3
aktorzyk,8,3
aktorzyna,9,4
aktorzyna,9,4
aktorzysko,10,4
aktowy,6,3
aktówka,7,3
aktualia,8,4
aktualista,10,5
aktualistyczny,14,6
aktualizacja,12,6
aktualizacyjny,14,7
aktualizator,12,6
aktualizm,9,4
aktualizować,12,6
aktualniej,10,4
aktualniejszy,13,5
aktualności,11,5
aktualność,10,4
aktualny,8,4
aktuarialny,11,5
aktuariat,9,4
aktuariusz,10,4
aktuariuszka,12,5
aktyn,5,2
aktyna,6,3
aktyniczność,12,4
aktyniczny,10,4
aktynograf,10,4
aktynolit,9,4
aktynolitowy,12,6
aktynolog,9,4
aktynologia,11,5
aktynometr,10,4
aktynometria,12,5
aktynometryczny,15,6
aktynomikoza,12,6
aktynomiozyna,13,6
aktynomycyna,12,6
aktynon,7,3
aktynostela,11,5
aktynoterapia,13,6
aktynotoksemia,14,6
aktynowce,9,4
aktynowiec,10,4
aktynowy,8,4
aktynula,8,4
aktyw,5,2
aktywa,6,3
aktywacja,9,4
aktywacyjność,13,5
aktywacyjny,11,5
aktywator,9,4
aktywista,9,4
aktywistka,10,4
aktywistyczny,13,5
aktywizacja,11,5
aktywizacyjny,13,6
aktywizator,11,5
aktywizm,8,3
aktywizować,11,5
aktywizujący,12,6
aktywniej,9,3
aktywniejszy,12,4
aktywność,9,3
aktywny,7,3
aktywować,9,4
aktywowalny,11,5
akubus,6,3
akulturacja,11,5
akulturacyjny,13,6
akumulacja,10,5
akumulacyjny,12,6
akumulator,10,5
akumulatorek,12,6
akumulatornia,13,6
akumulatorowy,13,7
akumulować,10,5
akupresura,10,5
akupresurowy,12,6
akupresurzysta,14,6
akupresurzystka,15,6
akupunkt,8,3
akupunktura,11,5
akupunkturowy,13,6
akupunkturzysta,15,6
akupunkturzystka,16,6
akurat,6,3
akuratniej,10,4
akuratniejszy,13,5
akuratność,10,4
akuratny,8,4
akustoelektroniczny,19,8
akustoelektronika,17,8
akustooptyczny,14,6
akustooptyka,12,6
akustyczka,10,4
akustyczniejszy,15,5
akustyczność,12,4
akustyczny,10,4
akustyk,7,3
akustyk,7,3
akustyka,8,4
akuszer,7,3
akuszeria,9,4
akuszerka,9,4
akuszerski,10,4
akuszerskość,12,4
akuszerstwo,11,4
akuszeryjny,11,5
akut,4,2
akutancja,9,4
akutowy,7,4
akuzatiwus,10,5
akuzator,8,4
akuzatyw,8,4
akuzatywny,10,5
akwaaerobik,11,6
akwadag,7,3
akwaforcista,12,5
akwaforcistka,13,5
akwaforta,9,4
akwafortowy,11,5
akwakultura,11,5
akwalung,8,3
akwamanila,10,5
akwamanile,10,5
akwamaryn,9,4
akwamaryna,10,5
akwamarynowy,12,6
akwametria,10,4
akwanauta,9,5
akwanautka,10,5
akwanautyczny,13,6
akwanautyka,11,6
akwapark,8,3
akwaparkowy,11,5
akwaplan,8,3
akwarela,8,4
akwarelista,11,5
akwarelistka,12,5
akwarelka,9,4
akwarelowy,10,5
akwariarstwo,12,4
akwariarz,9,3
akwariowy,9,4
akwarium,8,3
akwarobot,9,4
akwaryjny,9,4
akwarysta,9,4
akwarystka,10,4
akwarystyczny,13,5
akwarystyka,11,5
akwatinta,9,4
akwatorium,10,4
akwatynta,9,4
akwawibron,10,4
akwawita,8,4
akwedukt,8,3
akweduktowy,11,5
akwen,5,2
akwenowy,8,4
akwilejski,10,4
akwilon,7,3
akwilonaris,11,5
akwinit,7,3
akwirować,9,4
akwitański,10,4
akwitańskość,12,4
akwizgranka,11,4
akwizgrańczyk,13,4
akwizgrański,12,4
akwizgrańskość,14,4
akwizycja,9,4
akwizycyjny,11,5
akwizytor,9,4
akwizytorka,11,5
akwizytorski,12,5
akwizytorskość,14,5
akyn,4,2
ala,3,2
alabamski,9,4
alabandyn,9,4
alabandyt,9,4
alabaster,9,4
alabastron,10,4
alabastrowość,13,5
alabastrowy,11,5
alaks,5,2
alalia,6,3
alalik,6,3
alambik,7,3
alamozaur,9,5
alandzki,8,3
alanina,7,4
alaninowy,9,5
alankara,8,4
alantoina,9,5
alantoinowy,11,6
alarm,5,2
alarmator,9,4
alarmista,9,4
alarmistka,10,4
alarmistyczny,13,5
alarmon,7,3
alarmować,9,4
alarmowy,8,4
alarmujący,10,5
alaskan,7,3
alaskański,10,4
alaskańskość,12,4
alaski,6,3
alaskijski,10,4
alaskijskość,12,4
alaskit,7,3
alaskość,8,3
alastor,7,3
alasz,5,2
alaszowy,8,4
alawici,7,4
alawicki,8,4
alawita,7,4
alawitka,8,4
alawizm,7,3
alax,4,2
alb,3,1
alba,4,2
albakora,8,4
albański,8,3
albański,8,3
albańskojęzyczny,16,6
albańskość,10,3
albarello,9,4
albatros,8,3
albea,5,3
albedo,6,3
albedometr,10,4
albert,6,2
albertus,8,3
albertvillski,13,4
albertyn,8,3
albertyni,9,4
albertynizm,11,4
albertynka,10,4
albertynki,10,4
albertyński,11,4
albertyzm,9,3
albigens,8,3
albigensi,9,4
albigeński,10,4
albigeńskość,12,4
albinizm,8,3
albinos,7,3
albinos,7,3
albinoska,9,4
albinoski,9,4
albinotyczny,12,5
albioński,9,3
albit,5,2
albitowy,8,4
albityzacja,11,5
albo,4,2
alboby,6,3
alboli,6,3
alborada,8,4
alboś,5,2
albowiem,8,3
albowiemby,10,4
alboż,5,2
albożby,7,3
albucid,7,3
album,5,2
albumik,7,3
albumina,8,4
albuminat,9,4
albuminoid,10,5
albuminometr,12,5
albuminowy,10,5
albuminuria,11,5
albuminy,8,4
albumowy,8,4
alcantara,9,4
alcatel,7,3
alcejski,8,3
alcejskość,10,3
alchemia,8,3
alchemicki,10,4
alchemickość,12,4
alchemiczny,11,4
alchemik,8,3
alchemista,10,4
alchemistka,11,4
alcista,7,3
alcistka,8,3
alcolock,8,3
alcyona,7,4
alczeringa,10,4
alcziranga,10,4
alczyk,6,2
ald,3,1
aldehyd,7,3
aldehydowy,10,5
aldehydy,8,4
alderman,8,3
aldis,5,2
aldoheksoza,11,5
aldoksym,8,3
aldol,5,2
aldolaza,8,4
aldolowy,8,4
aldopentoza,11,5
aldosteron,10,4
aldoza,6,3
aldozowy,8,4
aldozy,6,3
aldrej,6,2
aldrowanda,10,4
aldyna,6,3
ale,3,2
aleatoryczny,12,6
aleatoryka,10,6
aleatorysta,11,6
aleatorystka,12,6
aleatoryzm,10,5
aleby,5,3
alef,4,2
alef,4,2
alef,4,2
alegacja,8,4
alegat,6,3
alegoreza,9,5
alegoria,8,4
alegoryczność,13,5
alegoryczny,11,5
alegoryjka,10,5
alegoryk,8,4
alegoryka,9,5
alegorysta,10,5
alegoryzacja,12,6
alegoryzm,9,4
alegoryzować,12,6
alegować,8,4
aleja,5,3
alejka,6,3
alejkowy,8,4
alejowy,7,4
aleksandreida,13,6
aleksandrowianin,16,6
aleksandrowianka,16,6
aleksandrowski,14,5
aleksandrowskość,16,5
aleksandryczny,14,5
aleksandryjczyk,15,5
aleksandryjka,13,5
aleksandryjski,14,5
aleksandryjskość,16,5
aleksandryn,11,4
aleksandrynizm,14,5
aleksandryt,11,4
aleksandrytowy,14,6
aleksja,7,3
aleksjada,9,4
aleksykalizm,12,5
aleksyna,8,4
aleksytymia,11,5
alektromancja,13,5
alektyczny,10,4
alektyk,7,3
alemand,7,3
alemanda,8,4
alemanka,8,4
alemański,9,4
alembik,7,3
alembikowy,10,5
alergan,7,3
alergen,7,3
alergenny,9,4
alergia,7,3
alergiczka,10,4
alergiczny,10,4
alergik,7,3
alergizacja,11,5
alergizować,11,5
alergizujący,12,6
alergolog,9,4
alergologia,11,5
alergologiczny,14,6
alergolożka,11,5
alergometria,12,5
alergoza,8,4
alert,5,2
alertowicz,10,4
alertowy,8,4
aleś,4,2
aletheia,8,4
aleucki,7,4
aleuckość,9,4
aleukemia,9,5
aleukia,7,4
aleurolit,9,5
aleuromancja,12,6
aleuron,7,4
aleuronowy,10,6
aleuroplast,11,5
aleuryt,7,4
aleurytowy,10,6
ależ,4,2
ależby,6,3
alfa,4,2
alfa,4,2
alfaaktywny,11,5
alfabet,7,3
alfabetowy,10,5
alfabetyczny,12,5
alfabetyzacja,13,6
alfabetyzm,10,4
alfametylonaftalen,18,8
alfanumeryczny,14,6
alfapromieniotwórczy,20,8
alfatron,8,3
alfatronowy,11,5
alfer,5,2
alferowy,8,4
alfka,5,2
alfons,6,2
alfonsiak,9,3
alfonsjański,12,4
alfonsowaty,11,5
alfresko,8,3
alga,4,2
algebra,7,3
algebraf,8,3
algebraiczka,12,5
algebraiczny,12,5
algebraik,9,4
algesireceptor,14,6
algezja,7,3
algezymetr,10,4
algezymetria,12,5
algezymetryczny,15,6
alghedonia,10,4
algierczyk,10,3
algierka,8,3
algierski,9,3
algierskość,11,3
algina,6,3
alginian,8,3
alginiany,9,4
alginit,7,3
alginowy,8,4
algolagnia,10,4
algolog,7,3
algologia,9,4
algologiczny,12,5
algolożka,9,4
algoncki,8,3
algonckość,10,3
algonk,6,2
algonkin,8,3
algonkiński,11,4
algonkińskość,13,4
algorytm,8,3
algorytmiczny,13,5
algorytmika,11,5
algorytmizacja,14,6
algorytmizować,14,6
algoterapia,11,5
algowy,6,3
algrafia,8,3
alhambra,8,3
alianci,7,3
aliancki,8,3
alianckość,10,3
alians,6,2
aliant,6,2
aliantka,8,3
alias,5,2
alias,5,2
aliasing,8,3
aliaż,5,2
alibi,5,3
alibista,8,4
alibizm,7,3
alicykliczny,12,5
alić,4,2
alidada,7,4
alienacja,9,4
alienacyjny,11,5
alienata,8,4
alienista,9,4
alienować,9,4
AliExpress,10,2
alifatyczny,11,5
aligacja,8,4
aligator,8,4
aligatorowy,11,6
alignement,10,4
alija,5,3
alikant,7,3
alikwot,7,3
alikwota,8,4
alikwotowy,10,5
alim,4,2
alimenciarz,11,4
alimentacja,11,5
alimentacyjny,13,6
alimentarny,11,5
alimentator,11,5
alimentobiorca,14,6
alimentować,11,5
alimentujący,12,6
alimenty,8,4
alinearność,11,5
alinearny,9,5
aliniometr,10,4
aliści,6,3
alit,4,2
aliteracja,10,5
aliteracki,10,5
aliterackość,12,5
aliteracyjny,12,6
alitowy,7,4
alium,5,2
alizarol,8,4
alizaryna,9,5
alizarynowy,11,6
alizja,6,3
alka,4,2
alkacymetria,12,5
alkad,5,2
alkafile,8,4
alkahest,8,3
alkajski,8,3
alkalia,7,3
alkaliceluloza,14,7
alkalicznoskaleniowy,20,8
alkaliczność,12,4
alkaliczny,10,4
alkalifil,9,4
alkalifilny,11,5
alkalimetria,12,5
alkalizacja,11,5
alkalizować,11,5
alkaloid,8,4
alkaloidowy,11,6
alkaloidy,9,5
alkaloza,8,4
alkan,5,2
alkanina,8,4
alkaninowy,10,5
alkanna,7,3
alkanowy,8,4
alkantara,9,4
alkany,6,3
alkapton,8,3
alkaptonuria,12,5
alkatron,8,3
alkazaba,8,4
alkazar,7,3
alken,5,2
alkenowy,8,4
alkeny,6,3
alkermes,8,3
alkermes,8,3
alki,4,2
alkidal,7,3
alkidale,8,4
alkidowy,8,4
alkiermes,9,3
alkiermes,9,3
alkiermesowate,14,6
alkiermesowaty,14,6
alkierz,7,2
alkierzowy,10,4
alkierzyk,9,3
alkil,5,2
alkilacja,9,4
alkile,6,3
alkiloaromatyczny,17,8
alkiloarylosulfonian,20,9
alkiloarylosulfoniany,21,10
alkilosiarczan,14,5
alkilosiarczany,15,6
alkilosulfonian,15,6
alkilosulfoniany,16,7
alkilować,9,4
alkilowy,8,4
alkin,5,2
alkinowy,8,4
alkiny,6,3
alko,4,2
alkoblokada,11,5
alkochińczyk,12,4
alkogogle,9,4
alkohol,7,3
alkoholan,9,4
alkoholanowy,12,6
alkoholany,10,5
alkohole,8,4
alkoholemia,11,5
alkoholiczka,12,5
alkoholiczny,12,5
alkoholik,9,4
alkoholiza,10,5
alkoholizacja,13,6
alkoholizm,10,4
alkoholizować,13,6
alkoholog,9,4
alkohologia,11,5
alkohologiczny,14,6
alkoholokwas,12,5
alkoholometr,12,5
alkoholometria,14,6
alkoholomierz,13,5
alkoholowy,10,5
alkolock,8,3
alkomat,7,3
alkomatowy,10,5
alkometr,8,3
alkon,5,2
alkoreksja,10,4
alkorektyczka,13,5
alkotest,8,3
alkowa,6,3
alkowiany,9,4
alkówka,7,3
alla,4,2
alladynki,9,4
allanit,7,3
allantoamnion,13,5
allantochorion,14,5
allantoina,10,5
allantoinowy,12,6
allantois,9,4
allargando,10,4
allegramente,12,5
allegretto,10,4
allegretto,10,4
allegro,7,3
allegro,7,3
allegrować,10,4
allegrowicz,11,4
allegrowiczka,13,5
allegrowy,9,4
allel,5,2
alleliczny,10,4
allelomorf,10,4
allelomorfia,12,5
allelopatia,11,5
allelopatyczny,14,6
alleluja,8,4
allemande,9,4
allenowski,10,4
allentando,10,4
allicyna,8,4
allil,5,2
allilowy,8,4
alloantygen,11,5
allobar,7,3
allobarbital,12,5
allochoria,10,4
allochromatyczny,16,6
allochromatyzm,14,5
allochton,9,3
allochton,9,3
allochtoniczność,16,5
allochtoniczny,14,5
allochtonizm,12,4
allofan,7,3
allofon,7,3
allogamia,9,4
allogamiczny,12,5
allogeniczny,12,5
allograf,8,3
allometria,10,4
allomnezja,10,4
allomorf,8,3
allonge,7,3
allonim,7,3
allopatryczność,15,5
allopatryczny,13,5
alloplastyka,12,5
alloploid,9,4
alloploidalność,15,6
alloploidalny,13,6
allopoliploid,13,6
allopoliploidalność,19,8
allopoliploidalny,17,8
allorium,8,3
allosom,7,3
allosomowy,10,5
allosteryczny,13,5
allotetraploid,14,6
allotropia,10,4
allotropijny,12,5
allotyp,7,3
allotypia,9,4
allozaur,8,4
allure,6,3
almanach,8,3
almanachowy,11,5
almand,6,2
almanda,7,3
almandyn,8,3
almaria,7,3
almaryn,7,3
almawiwa,8,4
almeja,6,3
almemar,7,3
almemor,7,3
almera,6,3
almerski,8,3
almerskość,10,3
almik,5,2
almugowy,8,4
almukantar,10,4
almukantarat,12,5
alni,4,2
alnico,6,3
alniko,6,3
alocentryzm,11,4
alochoria,9,4
alochromatyczny,15,6
alochromatyzm,13,5
alochton,8,3
alochton,8,3
alochtoniczność,15,5
alochtoniczny,13,5
alod,4,2
alodialny,9,4
alodium,7,3
alodynować,10,5
aloe,4,3
aloes,5,3
aloesna,7,4
aloesowaty,10,6
aloesowy,8,5
alofan,6,3
alofijczyk,10,4
alofijka,8,4
alofijski,9,4
alofon,6,3
alofonia,8,4
alofoniczny,11,5
alogamia,8,4
alogamiczny,11,5
alogeneza,9,5
alogeniczny,11,5
alogenny,8,4
alogiczność,11,4
alogiczny,9,4
alogika,7,4
alogizm,7,3
alograf,7,3
alograficzny,12,5
aloha,5,3
aloha,5,3
aloi,4,3
alokacja,8,4
alokacyjny,10,5
alokować,8,4
aloksyt,7,3
alokucja,8,4
alokucyjny,10,5
alomancja,9,4
alometria,9,4
alomorf,7,3
alomorfia,9,4
alomorficzny,12,5
alona,5,3
alonim,6,3
alonż,5,2
alonżka,7,3
alopata,7,4
alopatia,8,4
alopatka,8,4
alopatryczność,14,5
alopatryczny,12,5
alopatyczny,11,5
alopecja,8,4
aloplastyczny,13,5
aloplastyka,11,5
aloploid,8,4
aloploidalność,14,6
aloploidalny,12,6
alopoliploidalność,18,8
alopoliploidalny,16,8
alosaur,7,4
alosom,6,3
alosomowy,9,5
alotransplant,13,4
alotransplantacja,17,6
alotrofizacja,13,6
alotrop,7,3
alotropia,9,4
alotropijny,11,5
alotropowy,10,5
alowiec,7,3
alowski,7,3
alowskość,9,3
aloza,5,3
alozaur,7,4
alozaury,8,5
alp,3,1
alpaga,6,3
alpagowy,8,4
alpaka,6,3
alpakoterapeuta,15,8
alpakoterapia,13,6
alpakowy,8,4
alpaks,6,2
alpejczyk,9,3
alpejka,7,3
alpejski,8,3
alpejskość,10,3
alpenhorn,9,3
alperm,6,2
alpidowy,8,4
alpidy,6,3
alpijski,8,3
alpinarium,10,4
alpinia,7,3
alpiniada,9,4
alpinista,9,4
alpinistka,10,4
alpinistyczny,13,5
alpinistyka,11,5
alpinizm,8,3
alpinus,7,3
alprazolam,10,4
alrauna,7,4
alright,7,2
alsifer,7,3
alstremeria,11,4
alstromeria,11,4
alt,3,1
alt,3,1
alt,3,1
altana,6,3
altanka,7,3
altankowy,9,4
altannik,8,3
altanniki,9,4
altanowy,8,4
altaria,7,3
altaryjny,9,4
altarysta,9,4
altarzysta,10,4
AltaVista,9,3
altazymut,9,4
altea,5,3
altembas,8,3
altembasowy,11,5
alteracja,9,4
altercatio,10,4
alterglobalista,15,6
alterglobalistka,16,6
alterglobalistyczny,19,7
alterglobalizacja,17,7
alterglobalizm,14,5
alternacja,10,4
alternacyjny,12,5
alternant,9,3
alternarioza,12,5
alternariozy,12,5
alternat,8,3
alternator,10,4
alternatywa,11,5
alternatywność,14,5
alternatywny,12,5
alternować,10,4
alterocentryczny,16,6
alterocentryzm,14,5
alterować,9,4
altima,6,3
altimetr,8,3
altimetria,10,4
altimetryczny,13,5
altjeringa,10,4
alto,4,2
altocumulus,11,5
altocumulusowy,14,7
altostratus,11,4
altostratusowy,14,6
altowiolinista,14,6
altowiolinistka,15,6
altowiolista,12,5
altowiolistka,13,5
altowy,6,3
altówka,7,3
altówkowy,9,4
altruista,9,4
altruistka,10,4
altruistyczny,13,5
altruizm,8,3
altsaksofonista,15,6
altsaksofonistka,16,6
altymetr,8,3
altymetria,10,4
altysta,7,3
altystka,8,3
aludel,6,3
aludur,6,3
alufelga,8,4
alufolia,8,4
alumatol,8,4
alumel,6,3
alumetowanie,12,6
alumian,7,3
aluminiować,11,5
aluminiowy,10,5
aluminium,9,4
aluminografia,13,6
aluminograficzny,16,7
aluminotermia,13,6
aluminotermiczny,16,7
alumn,5,2
alumnat,7,3
alumożel,8,4
alund,5,2
alundowy,8,4
alus,4,2
alusal,6,3
aluwialny,9,4
aluwium,7,3
aluzja,6,3
aluzjonizm,10,4
aluzyjka,8,4
aluzyjność,10,4
aluzyjny,8,4
alvaro,6,3
alvit,5,2
alwar,5,2
alwar,5,2
alwarowy,8,4
alweograf,9,4
alweolarny,10,5
alweole,7,4
alwernianin,11,4
alwernianka,11,4
alwernijski,11,4
alzacki,7,3
alzackość,9,3
alzheimer,9,4
ałdański,8,3
ałła,4,2
ałłachować,10,4
ałłakować,9,4
ałmaacki,8,4
ałmaackość,10,4
ałmaatczyk,10,4
ałmaatka,8,4
ałmacki,7,3
ałmatczyk,9,3
ałmatka,7,3
ałtajski,8,3
ałtajskość,10,3
ałun,4,2
ałunator,8,4
ałunit,6,3
ałunitowy,9,5
ałunowy,7,4
ałuny,5,3
ałycza,6,3
ałyczowy,8,4
am,2,1
amabile,7,4
amadyna,7,4
amagnetyczny,12,5
amalaka,7,4
amalekicki,10,5
amalekickość,12,5
amalgam,7,3
amalgamacja,11,5
amalgamat,9,4
amalgamatowy,12,6
amalgamować,11,5
amalgamowy,10,5
aman,4,2
amancik,7,3
amanityna,9,5
amant,5,2
amantka,7,3
amarant,7,3
amarantowate,12,6
amarantowaty,12,6
amarantowy,10,5
amarantus,9,4
amarantusowy,12,6
amarelka,8,4
amaretto,8,4
amarevole,9,5
amarylek,8,4
amarylis,8,4
amarylisowaty,13,7
amarylka,8,4
amarylkowate,12,6
amarylkowaty,12,6
amarylkowce,11,5
amarylkowiec,12,5
amaryllis,9,4
amastia,7,3
amaterialny,11,5
amatoksyna,10,5
amatol,6,3
amator,6,3
amatorka,8,4
amatorski,9,4
amatorskość,11,4
amatorstwo,10,4
amatorszczyzna,14,5
amazonit,8,4
amazonka,8,4
amazonki,8,4
amazoński,9,4
amazońskość,11,4
ambaje,6,3
ambalaż,7,3
ambaras,7,3
ambarasować,11,5
ambarasujący,12,6
ambarkacja,10,4
ambarkować,10,4
ambasada,8,4
ambasador,9,4
ambasador,9,4
ambasador,9,4
ambasadorka,11,5
ambasadorostwo,14,6
ambasadorostwo,14,6
ambasadorowa,12,6
ambasadorować,13,6
ambasadorowy,12,6
ambasadorski,12,5
ambasadorskość,14,5
ambasadorstwo,13,5
ambasadzki,10,4
ambasadzkość,12,4
amber,5,2
ambicja,7,3
ambicjonalny,12,5
ambicjoner,10,4
ambicjonerski,13,5
ambicjonerskość,15,5
ambicjonerstwo,14,5
ambicjusz,9,3
ambicyjka,9,4
ambicyjki,9,4
ambicyjny,9,4
ambient,7,2
ambientowo,10,4
ambientowy,10,4
ambilogia,9,4
ambiofonia,10,5
ambiofoniczny,13,5
ambiopia,8,4
ambiplazma,10,4
ambiseksualizm,14,6
ambisentencja,13,5
ambit,5,2
ambitendencja,13,5
ambitniej,9,3
ambitniejszy,12,4
ambitność,9,3
ambitny,7,3
ambitus,7,3
ambiwalencja,12,5
ambiwalentniej,14,5
ambiwalentność,14,5
ambiwalentny,12,5
ambiwertyk,10,4
ambligonit,10,4
ambliopia,9,4
amblipod,8,3
amblipody,9,4
amblistoma,10,4
amblypygi,9,4
ambo,4,2
amboceptor,10,4
ambona,6,3
ambonka,7,3
ambonowy,8,4
ambra,5,2
ambrazura,9,4
ambrowiec,9,3
ambrowy,7,3
ambrozja,8,3
ambrozjański,12,4
ambrozjańskość,14,4
ambrozyjski,11,4
ambrozyjskość,13,4
ambu,4,2
ambulakr,8,3
ambulakralny,12,5
ambulans,8,3
ambulansowy,11,5
ambulatorium,12,5
ambulatoryjny,13,6
ambystoma,9,4
ameba,5,3
amebiaza,8,4
amebocyt,8,4
ameboidalny,11,6
amebowaty,9,5
amebowy,7,4
ameboza,7,4
amebula,7,4
amejoza,7,4
amelia,6,3
amelioracja,11,5
amelioracyjny,13,6
ameloblast,10,4
amen,4,2
amencja,7,3
amenorrhea,10,5
amensalizm,10,4
amentywny,9,4
ameryk,6,3
amerykan,8,4
amerykaniec,11,5
amerykanista,12,6
amerykanistka,13,6
amerykanistyczny,16,7
amerykanistyka,14,7
amerykanizacja,14,7
amerykanizm,11,5
amerykanizować,14,7
